n_categories,mean_dominant_share,median_dominant_share,min_dominant_share,mean_dominant_purity,median_dominant_purity,mean_balanced_score,mean_non_noise_share,total_noise_rate,n_clusters,max_cluster_share,n_dominant_cluster_ties,order_id,order_string,combination_key,api_prompt_tokens,degenerate,dominant_share_rank_all,dominant_share_rank_screened,balanced_rank_screened
10,0.6172784233142913,0.6492682926829269,0.35294117647058826,0.648048503220917,0.9655172413793103,0.5548403825430667,0.7118314834376527,0.38177874186550975,18,0.19739696312364424,0,139,def>name>phylum,name+def+phylum,12233,FALSE,16,11,94
10,0.6094240316514348,0.5945378151260504,0.1388888888888889,0.9711688311688311,1,0.7002087186607634,0.8020957426122419,0.3210412147505423,37,0.04772234273318872,0,223,name>phylum>unit,name+unit+phylum,9218,FALSE,17,12,6
10,0.6068624840805615,0.6125,0.2361111111111111,0.876,1,0.6867071111005014,0.90716849028542,0.24078091106290672,34,0.05422993492407809,0,120,phylum>name>class,name+class+phylum,10783,FALSE,18,13,10
10,0.6047943234829892,0.5817307692307692,0.24390243902439024,0.8798076923076923,0.9791666666666667,0.6930701062854163,0.8725209646084826,0.2668112798264642,35,0.052060737527114966,0,118,name>phylum>class,name+class+phylum,10783,FALSE,19,14,7
10,0.6028993400987662,0.5716666666666668,0.34146341463414637,0.8327205882352942,1,0.6731164010295988,0.673774519438795,0.4121475054229935,22,0.12581344902386118,0,123,def>class>name,name+def+class,12006,FALSE,20,15,15
10,0.5999180396361171,0.5692307692307692,0.24390243902439024,0.8669090909090909,0.98,0.6829346419113744,0.8976446807616105,0.2603036876355748,34,0.05856832971800434,0,119,phylum>class>name,name+class+phylum,10783,FALSE,21,16,12
10,0.5986734934123743,0.5972222222222222,0.26666666666666666,0.7563472222222222,0.9027777777777777,0.6396228036142166,0.7188133786347559,0.37093275488069416,22,0.1019522776572668,0,147,name>def>stage,name+def+stage,10656,FALSE,22,17,25
10,0.5917920969513509,0.6125,0.24390243902439024,0.8683794466403162,0.9782608695652174,0.6861569539611515,0.9118416928997991,0.22125813449023862,36,0.05856832971800434,0,116,class>phylum>name,name+class+phylum,10783,FALSE,23,18,11
10,0.5909594030232481,0.5798319327731092,0.26666666666666666,0.7211858974358974,0.725,0.6356338889166897,0.7525200028729441,0.35357917570498915,22,0.0737527114967462,0,131,name>def>family,name+def+family,12578,FALSE,24,19,30
10,0.5898444948961449,0.5941176470588235,0.2361111111111111,0.9562326562326562,0.9761904761904762,0.7009278315184068,0.8116751979090573,0.27765726681127983,33,0.0455531453362256,0,209,unit>class>name,name+unit+class,8991,FALSE,25,20,5
10,0.5880419099472184,0.5322128851540616,0.18055555555555555,0.8251856476856476,0.9045454545454545,0.6108398772448442,0.805911748939726,0.2559652928416486,33,0.08459869848156182,0,195,name>class>stage,name+stage+class,9206,FALSE,26,21,47
10,0.5859165269610033,0.554006968641115,0.2638888888888889,0.8457842157842158,0.9058441558441559,0.6494296508029472,0.7877142086352991,0.29718004338394793,27,0.06941431670281996,0,199,name>phylum>stage,name+stage+phylum,9433,FALSE,27,22,19
10,0.58576009252982,0.5637898686679175,0.25,0.6541666666666667,1,0.5167111770606777,0.6918018588298359,0.44468546637744033,18,0.20824295010845986,0,3,def>unit>name,name+def+unit,10441,FALSE,28,23,112
10,0.5817311213415948,0.6125,0.25,0.8615612648221344,0.9782608695652174,0.6698311348108387,0.914280717290043,0.20824295010845986,37,0.049891540130151846,0,115,class>name>phylum,name+class+phylum,10783,FALSE,29,24,16
10,0.5804076488631725,0.5357142857142857,0.32,0.7974540824201266,0.9669354838709677,0.650325437683025,0.739676283146154,0.3492407809110629,24,0.13449023861171366,0,125,name>class>def,name+def+class,12006,FALSE,30,25,18
10,0.5760869564836566,0.54,0.3235294117647059,0.7867099567099567,0.990909090909091,0.6409118252764678,0.7527105815434366,0.32537960954446854,25,0.1193058568329718,0,122,class>name>def,name+def+class,12006,FALSE,31,26,24
10,0.5749905359266909,0.55,0.4117647058823529,0.390892670547843,0.27134646962233167,0.3804884272136819,0.8084572623295723,0.28633405639913234,17,0.27331887201735355,0,121,class>def>name,name+def+class,12006,FALSE,32,27,165
10,0.5741930784821746,0.5296167247386759,0.2647058823529412,0.7547835497835498,0.9583333333333333,0.6257309558962865,0.6923380193853651,0.42733188720173537,20,0.10412147505422993,1,2,def>name>unit,name+def+unit,10441,FALSE,33,28,35
10,0.5738835774459877,0.5657142857142857,0.13333333333333333,0.7232424242424242,0.8611764705882352,0.6145310723642023,0.6887547372920401,0.39045553145336226,23,0.1301518438177874,0,150,stage>name>def,name+def+stage,10656,FALSE,34,29,40
10,0.5483831719054101,0.5413165266106443,0.19444444444444445,0.8140126811594203,0.975,0.6116979969536855,0.8510807857852334,0.26898047722342733,34,0.06941431670281996,0,221,unit>name>order,name+unit+order,9009,FALSE,35,30,45
10,0.5408074207794438,0.4657142857142857,0.14634146341463414,0.9757142857142858,1,0.6384594589635719,0.7742405696487475,0.33405639913232105,38,0.0368763557483731,2,224,name>unit>phylum,name+unit+phylum,9218,FALSE,36,31,27
10,0.5403678507050099,0.4666666666666667,0.25,0.8317570664629488,0.9058441558441559,0.6135850750556633,0.775540454205447,0.29718004338394793,29,0.052060737527114966,0,200,name>stage>phylum,name+stage+phylum,9433,FALSE,37,32,42
10,0.5396408881251062,0.4570267131242741,0.2361111111111111,0.9553418803418803,1,0.6416054335980896,0.7094965621020141,0.3969631236442516,31,0.039045553145336226,0,226,phylum>unit>name,name+unit+phylum,9218,FALSE,38,33,23
10,0.5388776773999155,0.5794117647058823,0.1527777777777778,0.8393181818181819,0.975,0.6205971931875547,0.7963371960416437,0.279826464208243,34,0.052060737527114966,0,217,name>order>unit,name+unit+order,9009,FALSE,39,34,39
10,0.5388177073205768,0.5322128851540616,0.2222222222222222,0.8373329568981743,0.9307359307359306,0.6218714784504258,0.8523254301095047,0.25379609544468545,32,0.049891540130151846,0,196,name>stage>class,name+stage+class,9206,FALSE,40,35,38
10,0.5379299649816149,0.4380952380952381,0.2222222222222222,0.947572525513702,0.9761904761904762,0.6488532690779882,0.8390555397893992,0.2950108459869848,37,0.0455531453362256,2,210,unit>name>class,name+unit+class,8991,FALSE,41,36,20
10,0.5347474612108758,0.4880952380952381,0.2682926829268293,0.8535809601026992,0.9722222222222222,0.6334918984937604,0.8007330159080518,0.28633405639913234,32,0.0737527114967462,0,219,order>name>unit,name+unit+order,9009,FALSE,42,37,32
10,0.5337045054419517,0.5073260073260073,0.2,0.9224567099567099,1,0.638019805686606,0.8516934384760784,0.24945770065075923,39,0.052060737527114966,1,117,name>class>phylum,name+class+phylum,10783,FALSE,43,38,28
10,0.5317307166769146,0.4880952380952381,0.3076923076923077,0.4130629229213658,0.2792642140468228,0.38879339796010326,0.7825384589107688,0.28199566160520606,19,0.19956616052060738,0,129,family>def>name,name+def+family,12578,FALSE,44,39,159
10,0.5301107397305389,0.5794117647058823,0.18055555555555555,0.9175757575757576,1,0.6428700653802956,0.834189788610879,0.26898047722342733,36,0.04338394793926247,0,182,name>phylum>order,name+order+phylum,10801,FALSE,45,40,22
10,0.5297469768395163,0.4880952380952381,0.26666666666666666,0.2917096771527967,0.21539135514018692,0.3112608469812526,0.8023679058865573,0.26898047722342733,14,0.23210412147505424,1,137,order>def>name,name+def+order,12024,FALSE,46,41,226
10,0.5295762775404096,0.4564459930313589,0.15384615384615385,0.849047619047619,0.95,0.6106796201217356,0.745864234999816,0.36225596529284165,30,0.0650759219088937,0,233,unit>name>stage,name+unit+stage,7641,FALSE,47,42,48
10,0.5290262033518849,0.4307692307692308,0.20833333333333334,0.955521978021978,1,0.6344472321776929,0.7442371299989664,0.351409978308026,35,0.03470715835140998,1,227,unit>name>phylum,name+unit+phylum,9218,FALSE,48,43,31
10,0.5285150610588201,0.4670014347202296,0.3333333333333333,0.6687647058823529,0.7691176470588235,0.531467288603724,0.7257863142755538,0.34490238611713664,22,0.10845986984815618,0,136,name>order>def,name+def+order,12024,FALSE,49,44,104
10,0.5260128108779472,0.5073260073260073,0.18055555555555555,0.9590909090909091,1,0.639180074401302,0.8275529156002613,0.30151843817787416,39,0.04772234273318872,0,208,name>unit>class,name+unit+class,8991,FALSE,50,45,26
10,0.5251929418421527,0.5633484162895928,0.1388888888888889,0.9157342657342658,1,0.6366823190047152,0.828933237334959,0.27765726681127983,36,0.04772234273318872,1,171,name>class>order,name+order+class,10574,FALSE,51,46,29
10,0.5231222726739226,0.5322128851540616,0.1388888888888889,0.8861471861471861,1,0.6219469714466933,0.8139151246489841,0.3080260303687636,33,0.0455531453362256,0,218,name>unit>order,name+unit+order,9009,FALSE,52,47,37
10,0.5228145803662303,0.5073260073260073,0.18055555555555555,0.9861471861471861,1,0.6476080488139312,0.8455213517552111,0.30151843817787416,39,0.0455531453362256,0,207,name>class>unit,name+unit+class,8991,FALSE,53,48,21
10,0.5208105477337902,0.4732142857142857,0.17073170731707318,0.9741258741258741,1,0.6284659984338508,0.7477012129429633,0.34490238611713664,36,0.03470715835140998,1,225,phylum>name>unit,name+unit+phylum,9218,FALSE,54,49,34
10,0.5198987707653417,0.4808362369337979,0.15384615384615385,0.9063664596273292,1,0.6249618145110359,0.7497281756980466,0.3275488069414317,31,0.049891540130151846,0,230,name>unit>stage,name+unit+stage,7641,FALSE,55,50,36
10,0.5181448971083118,0.4880952380952381,0.23076923076923078,0.747020202020202,0.8295454545454546,0.59280733201225,0.7719554536010776,0.28633405639913234,31,0.06073752711496746,0,220,order>unit>name,name+unit+order,9009,FALSE,56,51,63
10,0.5157974942322144,0.458974358974359,0.25,0.8794289044289044,0.9772727272727273,0.6105814785373609,0.738473224686998,0.34490238611713664,29,0.049891540130151846,0,202,phylum>stage>name,name+stage+phylum,9433,FALSE,57,52,49
10,0.5146479136995636,0.5073260073260073,0.1388888888888889,0.9593110593110593,1,0.6311776528248491,0.8333546850885445,0.2841648590021692,38,0.04772234273318872,1,205,class>name>unit,name+unit+class,8991,FALSE,58,53,33
10,0.5143794169325016,0.4422222222222222,0.23076923076923078,0.7714285714285715,0.9142857142857144,0.5960970659358965,0.6754739148942879,0.3644251626898048,24,0.06941431670281996,0,138,order>name>def,name+def+order,12024,FALSE,59,54,59
10,0.51033994723593,0.4808362369337979,0.15384615384615385,0.8803571428571428,1,0.6127441180924292,0.7278447068633582,0.368763557483731,30,0.06073752711496746,0,234,unit>stage>name,name+unit+stage,7641,FALSE,60,55,44
10,0.5087232470223861,0.47609756097560973,0,0.7629148629148629,0.9217171717171717,0.5973767898767899,0.6386088793240874,0.4229934924078091,23,0.12581344902386118,0,127,def>family>name,name+def+family,12578,FALSE,61,56,57
10,0.5082060137375776,0.5073260073260073,0.16666666666666666,0.8637929717341482,0.9705882352941176,0.6130212058047173,0.8068946706887883,0.29067245119305857,34,0.04338394793926247,1,155,name>class>family,name+family+class,11128,FALSE,62,57,43
10,0.5080716939683941,0.4317073170731708,0.15384615384615385,0.7619047619047619,1,0.5936913170371817,0.6199832878742492,0.44685466377440347,22,0.10412147505422993,1,134,def>order>name,name+def+order,12024,FALSE,63,58,62
10,0.5073007849794077,0.5073260073260073,0.1388888888888889,0.8934022499239891,0.9565217391304348,0.6138671916823397,0.8263188582499916,0.27114967462039047,37,0.049891540130151846,0,172,name>order>class,name+order+class,10574,FALSE,64,59,41
10,0.5042060137375776,0.4980952380952381,0.16666666666666666,0.8560761752867015,0.9045454545454545,0.6060118557742183,0.787577210371328,0.29718004338394793,35,0.04121475054229935,1,160,name>phylum>family,name+family+phylum,11355,FALSE,65,60,51
10,0.5028171248486887,0.4980952380952381,0.1527777777777778,0.877528680469857,0.9705882352941176,0.6112871674856001,0.7816522274951256,0.31453362255965295,33,0.039045553145336226,0,159,name>family>phylum,name+family+phylum,11355,FALSE,66,61,46
10,0.5028040529532638,0.5073260073260073,0.16666666666666666,0.8421586867239041,0.9090909090909091,0.5963996712835172,0.8423167061696474,0.26247288503253796,35,0.049891540130151846,2,181,name>order>phylum,name+order+phylum,10801,FALSE,67,62,58
10,0.5014674516460743,0.5073260073260073,0.1388888888888889,0.8596320346320346,0.893939393939394,0.6045868098832252,0.8437351452150591,0.2386117136659436,39,0.04772234273318872,1,174,order>name>class,name+order+class,10574,FALSE,68,63,52
10,0.4998913317672285,0.5073260073260073,0.16666666666666666,0.7707134093976199,0.8447368421052632,0.5812308940401502,0.8182189875324739,0.2950108459869848,29,0.04338394793926247,1,187,name>order>stage,name+order+stage,9224,FALSE,69,64,76
10,0.4988563405349632,0.5073260073260073,0.1527777777777778,0.8706818181818182,0.9318181818181819,0.6084361064659978,0.8515941195740335,0.27114967462039047,36,0.04772234273318872,1,169,class>name>order,name+order+class,10574,FALSE,70,65,50
10,0.4975393470709109,0.4980952380952381,0.16666666666666666,0.8696791443850267,0.9705882352941176,0.6007568616379358,0.74741372408876,0.3362255965292842,33,0.04772234273318872,0,214,name>unit>family,name+unit+family,9563,FALSE,71,66,54
10,0.49674193079358075,0.46886446886446886,0.2361111111111111,0.820102964668182,0.898989898989899,0.590552538355834,0.8495552551226869,0.2754880694143167,32,0.049891540130151846,1,194,class>stage>name,name+stage+class,9206,FALSE,72,67,65
10,0.4935006341498451,0.5073260073260073,0.1388888888888889,0.851967476967477,0.9458874458874458,0.5998971543348344,0.8310828844358256,0.2668112798264642,37,0.0455531453362256,2,186,phylum>order>name,name+order+phylum,10801,FALSE,73,68,55
10,0.4935006341498451,0.5073260073260073,0.1388888888888889,0.8483710733710733,0.9242424242424242,0.5992305529678934,0.8154082812612224,0.30151843817787416,35,0.0455531453362256,2,184,order>phylum>name,name+order+phylum,10801,FALSE,73,68,56
10,0.4919604803772666,0.4742063492063492,0.15384615384615385,0.7951797385620915,0.9444444444444444,0.5939087202294212,0.6945416217769159,0.3600867678958785,26,0.0737527114967462,1,130,family>name>def,name+def+family,12578,FALSE,75,70,61
10,0.49017852369215353,0.3617886178861789,0.15384615384615385,0.6777441077441078,0.7424242424242424,0.5412358638903262,0.6108274919723987,0.4511930585683297,20,0.12581344902386118,0,133,def>name>order,name+def+order,12024,FALSE,76,71,101
10,0.49012274478271606,0.5073260073260073,0.16666666666666666,0.8034821903242956,0.898989898989899,0.5646599521599521,0.8622956259426848,0.2928416485900217,34,0.04772234273318872,0,193,class>name>stage,name+stage+class,9206,FALSE,77,72,89
10,0.48845481594764234,0.46190476190476193,0.19444444444444445,0.8303778677462887,0.9736842105263157,0.5740889770244001,0.774485763160799,0.31019522776572667,33,0.05639913232104121,0,222,unit>order>name,name+unit+order,9009,FALSE,78,73,82
10,0.4844805235414991,0.4880952380952381,0.16666666666666666,0.8277777777777777,0.9222222222222223,0.5866508129551607,0.7847928887627597,0.30151843817787416,34,0.0455531453362256,0,152,class>name>family,name+family+class,11128,FALSE,79,74,70
10,0.4832060137375776,0.4733893557422969,0.16666666666666666,0.8934882764294529,1,0.5941166709107886,0.782184404468479,0.31670281995661603,35,0.04338394793926247,0,156,name>family>class,name+family+class,11128,FALSE,80,75,60
10,0.48181385687483247,0.4880952380952381,0.16666666666666666,0.8424531024531025,0.8888888888888888,0.585205402192744,0.8296496751295891,0.26247288503253796,37,0.04338394793926247,1,180,order>name>family,name+order+family,11146,FALSE,81,76,72
10,0.480634118312741,0.4580952380952381,0.1388888888888889,0.839009324009324,0.893939393939394,0.5841347169208556,0.8715068179867319,0.2472885032537961,39,0.04772234273318872,2,173,order>class>name,name+order+class,10574,FALSE,82,77,74
10,0.480150458182022,0.4733893557422969,0.1527777777777778,0.8542575071986837,0.9705882352941176,0.5897655638342535,0.8698449302172401,0.23427331887201736,36,0.06941431670281996,1,175,family>name>order,name+order+family,11146,FALSE,83,78,67
10,0.480150458182022,0.4733893557422969,0.1527777777777778,0.842130467571644,0.9205882352941177,0.5877133971231047,0.8438456151691446,0.2603036876355748,35,0.0650759219088937,2,176,family>order>name,name+order+family,11146,FALSE,83,78,69
10,0.480150458182022,0.4733893557422969,0.1527777777777778,0.8284999314411079,0.8872549019607843,0.5810534426221323,0.8070995755400346,0.2993492407809111,34,0.0455531453362256,0,154,family>name>class,name+family+class,11128,FALSE,83,78,77
10,0.479124817156381,0.4733893557422969,0.1527777777777778,0.8291542770954535,0.8872549019607843,0.5812354058796023,0.7917986066221361,0.28199566160520606,35,0.0368763557483731,1,161,phylum>family>name,name+family+phylum,11355,FALSE,86,81,75
10,0.4775910784576495,0.3409552845528455,0.14705882352941177,0.894237012987013,1,0.5775590987959409,0.7280463822802417,0.3665943600867679,33,0.03470715835140998,1,229,name>stage>unit,name+unit+stage,7641,FALSE,87,82,80
10,0.4772729918734223,0.46886446886446886,0.18055555555555555,0.9618614718614719,1,0.6039096360173145,0.7855096777923176,0.3297180043383948,39,0.0455531453362256,0,206,class>unit>name,name+unit+class,8991,FALSE,88,83,53
10,0.47635634053496323,0.4380952380952381,0.1527777777777778,0.8295382395382396,0.8944444444444444,0.5780655043592461,0.8273451842275372,0.27331887201735355,38,0.04772234273318872,1,170,class>order>name,name+order+class,10574,FALSE,89,84,79
10,0.47512375819621155,0.3715925394548063,0.18055555555555555,0.9007936507936508,1,0.5880298667932509,0.754834400176581,0.35357917570498915,36,0.04121475054229935,0,231,stage>name>unit,name+unit+stage,7641,FALSE,90,85,68
10,0.47449736617598887,0.4464285714285714,0.19444444444444445,0.8787012987012988,0.9772727272727273,0.591143059963299,0.7973206153005292,0.2993492407809111,34,0.04772234273318872,0,185,phylum>name>order,name+order+phylum,10801,FALSE,91,86,64
10,0.4736586749771829,0.44529132791327913,0.2,0.6726566416040101,0.7061403508771931,0.517403712297182,0.6600161883390004,0.4121475054229935,23,0.06290672451193059,2,132,name>family>def,name+def+family,12578,FALSE,92,87,111
10,0.47348379151535536,0.4733893557422969,0.1527777777777778,0.8621507250919016,0.9566993464052287,0.5863050435299727,0.8196789485024779,0.2646420824295011,34,0.0650759219088937,2,179,order>family>name,name+order+family,11146,FALSE,93,88,71
10,0.47024570941572374,0.3472022955523673,0.18055555555555555,0.9034920634920635,1,0.5848156805541715,0.7289967495440953,0.3969631236442516,35,0.03036876355748373,0,232,stage>unit>name,name+unit+stage,7641,FALSE,94,89,73
10,0.4696803727119366,0.4660633484162896,0.125,0.829294733044733,0.898989898989899,0.5585599119177517,0.7298078920123396,0.3362255965292842,33,0.052060737527114966,0,216,unit>name>family,name+unit+family,9563,FALSE,95,90,92
10,0.4675205450535436,0.3829268292682927,0.15384615384615385,0.8007070707070707,0.9444444444444444,0.5684821006225896,0.597859989524265,0.45336225596529284,23,0.1193058568329718,0,124,def>name>class,name+def+class,12006,FALSE,96,91,85
10,0.46737268040424423,0.44362745098039214,0.16666666666666666,0.8491542770954535,0.9705882352941176,0.5774542272702106,0.7903989441930619,0.3036876355748373,35,0.0368763557483731,1,151,class>family>name,name+family+class,11128,FALSE,97,92,81
10,0.46598379151535535,0.44362745098039214,0.1527777777777778,0.8391542770954535,0.9205882352941177,0.5718315105422032,0.797229009552539,0.29067245119305857,36,0.0368763557483731,1,153,family>class>name,name+family+class,11128,FALSE,98,93,84
10,0.46556607333364863,0.4145658263305322,0.28,0.7686868686868686,0.8888888888888888,0.5503204192572471,0.8168691627995789,0.3123644251626898,32,0.049891540130151846,1,197,stage>class>name,name+stage+class,9206,FALSE,99,94,97
10,0.46293139357056146,0.46886446886446886,0.16666666666666666,0.7986398998318504,0.8663101604278074,0.5622824054471512,0.7916561725378082,0.3123644251626898,33,0.04121475054229935,1,188,name>stage>order,name+order+stage,9224,FALSE,100,95,90
10,0.46086614445653185,0.4380952380952381,0.1527777777777778,0.8409323133007344,0.8903508771929824,0.5667743685566201,0.8194433618350404,0.2841648590021692,37,0.04121475054229935,1,183,order>name>phylum,name+order+phylum,10801,FALSE,101,96,87
10,0.4607060137375776,0.44362745098039214,0.16666666666666666,0.8366817496229261,0.9205882352941177,0.5682801691510805,0.8235219753942853,0.2668112798264642,37,0.0368763557483731,0,157,family>name>phylum,name+family+phylum,11355,FALSE,102,97,86
10,0.45948052354149915,0.4255952380952381,0.16666666666666666,0.9045843045843046,1,0.5809707100679641,0.7729386933009601,0.31670281995661603,35,0.039045553145336226,0,178,name>order>family,name+order+family,11146,FALSE,103,98,78
10,0.45850140669150713,0.430416068866571,0.1388888888888889,0.7957187257187257,0.8611111111111112,0.5459361758123142,0.7409116079202163,0.3926247288503254,29,0.04772234273318872,1,164,family>stage>name,name+family+stage,9778,FALSE,104,99,98
10,0.4576233579110193,0.4152941176470588,0.1388888888888889,0.7876431828405512,0.8944444444444444,0.5424766257803109,0.737559279872049,0.368763557483731,28,0.04121475054229935,2,165,name>family>stage,name+family+stage,9778,FALSE,105,100,99
10,0.45478006649814395,0.41428571428571426,0.2,0.6860669395963513,0.6357142857142857,0.5140733345521864,0.5738609100926174,0.47071583514099785,21,0.12364425162689804,1,148,name>stage>def,name+def+stage,10656,FALSE,106,101,113
10,0.45392496798594356,0.4180952380952381,0.1527777777777778,0.8996135443503864,1,0.5731261790590775,0.7685035859246763,0.31670281995661603,34,0.04121475054229935,0,177,name>family>order,name+order+family,11146,FALSE,107,102,83
10,0.45221728478758605,0.39338235294117646,0.17073170731707318,0.780952380952381,0.801948051948052,0.54138307482246,0.7772072540085453,0.3579175704989154,35,0.039045553145336226,1,204,stage>phylum>name,name+stage+phylum,9433,FALSE,108,103,100
10,0.4510244392941667,0.4227642276422764,0,0.6128245284127637,0.7346153846153847,0.5015997138097449,0.5628606517028325,0.46637744034707157,21,0.11496746203904555,2,128,def>name>family,name+def+family,12578,FALSE,109,104,115
10,0.44639940666698197,0.4145658263305322,0.19444444444444445,0.7336441336441336,0.7444444444444445,0.5247226459609515,0.8159214503812782,0.31453362255965295,37,0.04338394793926247,0,198,stage>name>class,name+stage+class,9206,FALSE,110,105,108
10,0.444942757465713,0.3630393996247655,0.12,0.6186507936507937,0.5992063492063493,0.46228765358646384,0.6616256676529273,0.47288503253796094,23,0.052060737527114966,0,72,unit>def>class,def+unit+class,11594,FALSE,111,106,121
10,0.44420601373757757,0.4019607843137255,0.125,0.9250267379679145,1,0.5657703505644682,0.6673970251014727,0.39913232104121477,33,0.0368763557483731,0,213,name>family>unit,name+unit+family,9563,FALSE,112,107,88
10,0.44260944165033117,0.3786764705882353,0.17073170731707318,0.769981684981685,0.8174603174603174,0.53287435843255615,0.7839269597770315,0.3362255965292842,35,0.039045553145336226,2,203,stage>name>phylum,name+stage+phylum,9433,FALSE,113,108,103
10,0.4425436205751844,0.40064102564102566,0.1388888888888889,0.8734241738653503,0.928921568627451,0.5600310859311048,0.7709850860919727,0.3318872017353579,35,0.04338394793926247,2,215,unit>family>name,name+unit+family,9563,FALSE,114,109,91
10,0.44218037271193655,0.4227941176470588,0.16666666666666666,0.8502810669722435,0.9705882352941176,0.5546906594161574,0.7507770516586872,0.3297180043383948,34,0.0455531453362256,1,162,phylum>name>family,name+family+phylum,11355,FALSE,115,110,95
10,0.4419025949341588,0.4107692307692308,0.1388888888888889,0.8743822843822844,0.9090909090909091,0.5562553657686546,0.7529061878660157,0.3470715835140998,31,0.039045553145336226,0,166,name>stage>family,name+family+stage,9778,FALSE,116,111,93
10,0.44079148382304767,0.4227941176470588,0.1527777777777778,0.8449285028696794,0.8872549019607843,0.5517744451565635,0.7914541353752258,0.28633405639913234,36,0.04121475054229935,1,158,family>phylum>name,name+family+phylum,11355,FALSE,117,112,96
10,0.4363232070814567,0.39131994261119085,0.1388888888888889,0.7864538239538239,0.8541666666666667,0.5297951762641997,0.8423798697715483,0.28633405639913234,30,0.06941431670281996,1,163,family>name>stage,name+family+stage,9778,FALSE,118,113,105
10,0.4310132032800612,0.3666666666666667,0.1527777777777778,0.7603441295546559,0.8012820512820513,0.5100902407350735,0.7923349055694824,0.3405639913232104,35,0.04121475054229935,2,190,order>stage>name,name+order+stage,9224,FALSE,119,114,114
10,0.4295354659687515,0.40476190476190477,0.1527777777777778,0.7966117216117216,0.8452380952380952,0.5254904311537779,0.7588665412381338,0.33405639913232105,33,0.0368763557483731,1,192,stage>order>name,name+order+stage,9224,FALSE,120,115,107
10,0.42825220156855737,0.3205128205128205,0.18055555555555555,0.8168123543123543,0.8605769230769231,0.5294462427117907,0.7184232661169534,0.3839479392624729,32,0.04121475054229935,1,201,phylum>name>stage,name+stage+phylum,9433,FALSE,121,116,106
10,0.4235436205751844,0.358974358974359,0.1388888888888889,0.8782734912146677,0.9705882352941176,0.538231780309654,0.7377600496108387,0.3557483731019523,33,0.04338394793926247,1,211,family>name>unit,name+unit+family,9563,FALSE,122,117,102
10,0.4234604619834175,0.35073170731707315,0.1388888888888889,0.8136994949494949,0.8611111111111112,0.517592541686492,0.7423442785494435,0.3405639913232104,30,0.04772234273318872,4,189,order>name>stage,name+order+stage,9224,FALSE,123,118,110
10,0.4214708842886748,0.3473170731707317,0.14705882352941177,0.5128625164865823,0.4722222222222222,0.4217761835170376,0.8129222789803852,0.24295010845986983,34,0.06724511930585683,2,336,unit>stage>phylum,unit+stage+phylum,9021,FALSE,124,119,140
10,0.4202178287199808,0.36833333333333335,0.1388888888888889,0.7979924242424242,0.9045454545454545,0.5192312895696558,0.7121051979265752,0.3665943600867679,33,0.04338394793926247,0,212,family>unit>name,name+unit+family,9563,FALSE,125,120,109
